,v1,v2,latitude,longitude,degradation_state
17115,17-001841,03-1-08789,-18.237,-97.631,
17116,17-003552,03-1-08790,-18.271,-97.569,
17117,17-002261,03-1-08791,-18.753,-97.633,
17118,17-001841,03-1-08789,-18.237,-97.631,
17119,17-003552,03-1-08790,-18.271,-97.569,
17120,17-002261,03-1-08791,-18.753,-97.633,
17121,17-001841,03-1-08789,-18.237,-97.631,
17122,17-003552,03-1-08790,-18.271,-97.569,
17123,17-002261,03-1-08791,-18.753,-97.633,
17124,17-004081,03-1-08794,-18.174,-98.001,
17125,17-005344,03-1-08797,-18.375,-98.84,
17126,17-003444,,-18.568,-98.706,#N/A
17127,17-000792,03-1-08795,-18.697,-98.012,4
17128,17-004404,03-1-08792,-18.907,-98.09,
17129,17-004287,03-4-10370,-18.935,-98.625,
17130,17-004081,03-1-08794,-18.174,-98.001,
17131,17-005344,03-1-08797,-18.375,-98.84,
17132,17-003444,,-18.568,-98.706,#N/A
17133,17-000792,03-1-08795,-18.697,-98.012,4
17134,17-004404,03-1-08792,-18.907,-98.09,
17135,17-004287,03-4-10370,-18.935,-98.625,
17136,17-004081,03-1-08794,-18.174,-98.001,
17137,17-005344,03-1-08797,-18.375,-98.84,
17138,17-003444,,-18.568,-98.706,#N/A
17139,17-000792,03-1-08795,-18.697,-98.012,4
17140,17-004404,03-1-08792,-18.907,-98.09,
17141,17-004287,03-4-10370,-18.935,-98.625,
17142,17-004081,03-1-08794,-18.174,-98.001,
17143,17-005344,03-1-08797,-18.375,-98.84,
17144,17-003444,,-18.568,-98.706,#N/A
17145,17-000792,03-1-08795,-18.697,-98.012,4
17146,17-004404,03-1-08792,-18.907,-98.09,
17147,17-004287,03-4-10370,-18.935,-98.625,
17148,23-006870,15-1-18827,-18.031,135.626,
17149,23-002396,15-1-18826,-18.091,135.7,3
17150,23-001826,15-1-18821,-18.107,135.21,1
17151,23-011624,15-1-18824,-18.304,135.246,
17152,23-008982,15-1-18806,-18.414,135.771,
17153,23-014840,15-4-10930,-18.427,135.376,
17154,23-014761,15-1-18804,-18.435,135.767,
17155,23-011577,15-1-18825,-18.637,135.344,
17156,23-011868,15-1-20215,-18.722,135.644,
17157,23-001536,15-1-20213,-18.755,135.049,3
17158,23-002215,,-18.864,135.658,#N/A
17159,23-002217,15-1-20212,-18.96,135.142,3
17160,23-002795,15-1-20231,-18.961,135.945,1
17161,23-004311,15-1-20217,-18.995,135.662,
17162,23-006870,15-1-18827,-18.031,135.626,
17163,23-002396,15-1-18826,-18.091,135.7,3
17164,23-001826,15-1-18821,-18.107,135.21,1
17165,23-011624,15-1-18824,-18.304,135.246,
17166,23-008982,15-1-18806,-18.414,135.771,
17167,23-014840,15-4-10930,-18.427,135.376,
17168,23-014761,15-1-18804,-18.435,135.767,
17169,23-011577,15-1-18825,-18.637,135.344,
17170,23-011868,15-1-20215,-18.722,135.644,
17171,23-001536,15-1-20213,-18.755,135.049,3
17172,23-002215,,-18.864,135.658,#N/A
17173,23-002217,15-1-20212,-18.96,135.142,3
17174,23-002795,15-1-20231,-18.961,135.945,1
17175,23-004311,15-1-20217,-18.995,135.662,
17176,23-006870,15-1-18827,-18.031,135.626,
17177,23-002396,15-1-18826,-18.091,135.7,3
17178,23-001826,15-1-18821,-18.107,135.21,1
17179,23-011624,15-1-18824,-18.304,135.246,
17180,23-008982,15-1-18806,-18.414,135.771,
17181,23-014840,15-4-10930,-18.427,135.376,
17182,23-014761,15-1-18804,-18.435,135.767,
17183,23-011577,15-1-18825,-18.637,135.344,
17184,23-011868,15-1-20215,-18.722,135.644,
17185,23-001536,15-1-20213,-18.755,135.049,3
17186,23-002215,,-18.864,135.658,#N/A
17187,23-002217,15-1-20212,-18.96,135.142,3
17188,23-002795,15-1-20231,-18.961,135.945,1
17189,23-004311,15-1-20217,-18.995,135.662,
17190,23-006870,15-1-18827,-18.031,135.626,
17191,23-002396,15-1-18826,-18.091,135.7,3
17192,23-001826,15-1-18821,-18.107,135.21,1
17193,23-011624,15-1-18824,-18.304,135.246,
17194,23-008982,15-1-18806,-18.414,135.771,
17195,23-014840,15-4-10930,-18.427,135.376,
17196,23-014761,15-1-18804,-18.435,135.767,
17197,23-011577,15-1-18825,-18.637,135.344,
17198,23-011868,15-1-20215,-18.722,135.644,
17199,23-001536,15-1-20213,-18.755,135.049,3
17200,23-002215,,-18.864,135.658,#N/A
17201,23-002217,15-1-20212,-18.96,135.142,3
17202,23-002795,15-1-20231,-18.961,135.945,1
17203,23-004311,15-1-20217,-18.995,135.662,
17204,23-010157,15-1-18809,-18.046,136.425,
17205,23-015903,15-1-18813,-18.074,136.153,
17206,23-007725,15-1-18786,-18.083,136.922,
17207,23-004101,15-1-18799,-18.123,136.661,
17208,23-007198,15-1-18812,-18.144,136.231,
17209,23-014076,15-1-18815,-18.146,136.075,
17210,23-011915,15-1-18814,-18.27,136.127,
17211,23-006035,,-18.503,136.593,#N/A
17212,23-008342,15-1-18802,-18.568,136.308,
17213,23-012225,15-1-18798,-18.603,136.701,
17214,23-011260,15-1-18801,-18.627,136.365,
17215,23-011745,15-1-20233,-18.742,136.108,
17216,23-010157,15-1-18809,-18.046,136.425,
17217,23-015903,15-1-18813,-18.074,136.153,
17218,23-007725,15-1-18786,-18.083,136.922,
17219,23-004101,15-1-18799,-18.123,136.661,
17220,23-007198,15-1-18812,-18.144,136.231,
17221,23-014076,15-1-18815,-18.146,136.075,
17222,23-011915,15-1-18814,-18.27,136.127,
17223,23-006035,,-18.503,136.593,#N/A
17224,23-008342,15-1-18802,-18.568,136.308,
17225,23-012225,15-1-18798,-18.603,136.701,
17226,23-011260,15-1-18801,-18.627,136.365,
17227,23-011745,15-1-20233,-18.742,136.108,
17228,23-010157,15-1-18809,-18.046,136.425,
17229,23-015903,15-1-18813,-18.074,136.153,
17230,23-007725,15-1-18786,-18.083,136.922,
17231,23-004101,15-1-18799,-18.123,136.661,
17232,23-007198,15-1-18812,-18.144,136.231,
17233,23-014076,15-1-18815,-18.146,136.075,
17234,23-011915,15-1-18814,-18.27,136.127,
17235,23-006035,,-18.503,136.593,#N/A
17236,23-008342,15-1-18802,-18.568,136.308,
17237,23-012225,15-1-18798,-18.603,136.701,
17238,23-011260,15-1-18801,-18.627,136.365,
17239,23-011745,15-1-20233,-18.742,136.108,
17240,23-010157,15-1-18809,-18.046,136.425,
17241,23-015903,15-1-18813,-18.074,136.153,
17242,23-007725,15-1-18786,-18.083,136.922,
17243,23-004101,15-1-18799,-18.123,136.661,
17244,23-007198,15-1-18812,-18.144,136.231,
17245,23-014076,15-1-18815,-18.146,136.075,
17246,23-011915,15-1-18814,-18.27,136.127,
17247,23-006035,,-18.503,136.593,#N/A
17248,23-008342,15-1-18802,-18.568,136.308,
17249,23-012225,15-1-18798,-18.603,136.701,
17250,23-011260,15-1-18801,-18.627,136.365,
17251,23-011745,15-1-20233,-18.742,136.108,
17252,23-010306,15-1-18684,-18.078,141.528,
17253,23-014646,15-1-18711,-18.172,141.759,
17254,23-004327,15-1-18686,-18.181,141.468,
17255,23-011719,15-1-18679,-18.182,141.799,
17256,23-004418,15-1-18687,-18.268,141.396,
17257,23-000070,,-18.197,141.455,#N/A
17258,23-009747,15-1-18663,-18.469,141.943,
17259,23-001575,,-18.632,141.819,#N/A
17260,23-010306,15-1-18684,-18.078,141.528,
17261,23-014646,15-1-18711,-18.172,141.759,
17262,23-004327,15-1-18686,-18.181,141.468,
17263,23-011719,15-1-18679,-18.182,141.799,
17264,23-004418,15-1-18687,-18.268,141.396,
17265,23-000070,,-18.197,141.455,#N/A
17266,23-009747,15-1-18663,-18.469,141.943,
17267,23-001575,,-18.632,141.819,#N/A
17268,23-010306,15-1-18684,-18.078,141.528,
17269,23-014646,15-1-18711,-18.172,141.759,
17270,23-004327,15-1-18686,-18.181,141.468,
17271,23-011719,15-1-18679,-18.182,141.799,
17272,23-004418,15-1-18687,-18.268,141.396,
17273,23-000070,,-18.197,141.455,#N/A
17274,23-009747,15-1-18663,-18.469,141.943,
17275,23-001575,,-18.632,141.819,#N/A
17276,23-010306,15-1-18684,-18.078,141.528,
17277,23-014646,15-1-18711,-18.172,141.759,
17278,23-004327,15-1-18686,-18.181,141.468,
17279,23-011719,15-1-18679,-18.182,141.799,
17280,23-004418,15-1-18687,-18.268,141.396,
17281,23-000070,,-18.197,141.455,#N/A
17282,23-009747,15-1-18663,-18.469,141.943,
17283,23-001575,,-18.632,141.819,#N/A
17284,23-002392,15-1-18696,-18.034,142.046,3
17285,23-009845,15-1-18677,-18.166,142.179,
17286,23-003367,15-1-18654,-18.213,142.706,4
17287,23-012923,15-4-10882,-18.223,142.243,
17288,23-014135,15-1-18678,-18.232,142.039,
17289,23-016975,,-18.28,142.412,#N/A
17290,23-002441,15-4-10878,-18.572,142.328,
17291,23-000727,15-1-18662,-18.563,142.508,1
17292,23-012092,15-1-18660,-18.594,142.659,
17293,23-002472,,-18.628,142.337,#N/A
17294,23-017067,15-1-18666,-18.724,142.29,
17295,23-010015,15-1-18665,-18.753,142.005,
17296,23-008584,15-1-18667,-18.831,142.21,
17297,23-000694,15-1-18670,-18.875,142.324,1
17298,23-007903,15-1-18668,-18.906,142.239,
17299,23-015333,15-1-18673,-18.938,142.777,
17300,23-011930,15-1-18669,-18.965,142.334,
17301,23-002392,15-1-18696,-18.034,142.046,3
17302,23-009845,15-1-18677,-18.166,142.179,
17303,23-003367,15-1-18654,-18.213,142.706,4
17304,23-012923,15-4-10882,-18.223,142.243,
17305,23-014135,15-1-18678,-18.232,142.039,
17306,23-016975,,-18.28,142.412,#N/A
17307,23-002441,15-4-10878,-18.572,142.328,
17308,23-000727,15-1-18662,-18.563,142.508,1
17309,23-012092,15-1-18660,-18.594,142.659,
17310,23-002472,,-18.628,142.337,#N/A
17311,23-017067,15-1-18666,-18.724,142.29,
17312,23-010015,15-1-18665,-18.753,142.005,
17313,23-008584,15-1-18667,-18.831,142.21,
17314,23-000694,15-1-18670,-18.875,142.324,1
17315,23-007903,15-1-18668,-18.906,142.239,
17316,23-015333,15-1-18673,-18.938,142.777,
17317,23-011930,15-1-18669,-18.965,142.334,
17318,23-002392,15-1-18696,-18.034,142.046,3
17319,23-009845,15-1-18677,-18.166,142.179,
17320,23-003367,15-1-18654,-18.213,142.706,4
17321,23-012923,15-4-10882,-18.223,142.243,
17322,23-014135,15-1-18678,-18.232,142.039,
17323,23-016975,,-18.28,142.412,#N/A
17324,23-002441,15-4-10878,-18.572,142.328,
17325,23-000727,15-1-18662,-18.563,142.508,1
17326,23-012092,15-1-18660,-18.594,142.659,
17327,23-002472,,-18.628,142.337,#N/A
17328,23-017067,15-1-18666,-18.724,142.29,
17329,23-010015,15-1-18665,-18.753,142.005,
17330,23-008584,15-1-18667,-18.831,142.21,
17331,23-000694,15-1-18670,-18.875,142.324,1
17332,23-007903,15-1-18668,-18.906,142.239,
17333,23-015333,15-1-18673,-18.938,142.777,
17334,23-011930,15-1-18669,-18.965,142.334,
17335,23-002392,15-1-18696,-18.034,142.046,3
17336,23-009845,15-1-18677,-18.166,142.179,
17337,23-003367,15-1-18654,-18.213,142.706,4
17338,23-012923,15-4-10882,-18.223,142.243,
17339,23-014135,15-1-18678,-18.232,142.039,
17340,23-016975,,-18.28,142.412,#N/A
17341,23-002441,15-4-10878,-18.572,142.328,
17342,23-000727,15-1-18662,-18.563,142.508,1
17343,23-012092,15-1-18660,-18.594,142.659,
17344,23-002472,,-18.628,142.337,#N/A
17345,23-017067,15-1-18666,-18.724,142.29,
17346,23-010015,15-1-18665,-18.753,142.005,
17347,23-008584,15-1-18667,-18.831,142.21,
17348,23-000694,15-1-18670,-18.875,142.324,1
17349,23-007903,15-1-18668,-18.906,142.239,
17350,23-015333,15-1-18673,-18.938,142.777,
17351,23-011930,15-1-18669,-18.965,142.334,
17352,23-016371,15-1-18641,-18.183,143.978,
17353,23-015697,15-1-18646,-18.319,143.014,
17354,23-008019,15-1-18638,-18.387,143.893,
17355,23-001177,15-1-18645,-18.393,143.338,3
17356,23-000162,15-1-18648,-18.41,143.518,1
17357,23-001583,,-18.481,143.899,#N/A
17358,23-003596,15-1-18639,-18.537,143.802,3
17359,23-017653,,-18.536,143.596,#N/A
17360,23-004055,15-1-18647,-18.587,143.443,
17361,23-016371,15-1-18641,-18.183,143.978,
17362,23-015697,15-1-18646,-18.319,143.014,
17363,23-008019,15-1-18638,-18.387,143.893,
17364,23-001177,15-1-18645,-18.393,143.338,3
17365,23-000162,15-1-18648,-18.41,143.518,1
17366,23-001583,,-18.481,143.899,#N/A
17367,23-003596,15-1-18639,-18.537,143.802,3
17368,23-017653,,-18.536,143.596,#N/A
17369,23-004055,15-1-18647,-18.587,143.443,
17370,23-016371,15-1-18641,-18.183,143.978,
17371,23-015697,15-1-18646,-18.319,143.014,
17372,23-008019,15-1-18638,-18.387,143.893,
17373,23-001177,15-1-18645,-18.393,143.338,3
17374,23-000162,15-1-18648,-18.41,143.518,1
17375,23-001583,,-18.481,143.899,#N/A
17376,23-003596,15-1-18639,-18.537,143.802,3
17377,23-017653,,-18.536,143.596,#N/A
17378,23-004055,15-1-18647,-18.587,143.443,
17379,23-016371,15-1-18641,-18.183,143.978,
17380,23-015697,15-1-18646,-18.319,143.014,
17381,23-008019,15-1-18638,-18.387,143.893,
17382,23-001177,15-1-18645,-18.393,143.338,3
17383,23-000162,15-1-18648,-18.41,143.518,1
17384,23-001583,,-18.481,143.899,#N/A
17385,23-003596,15-1-18639,-18.537,143.802,3
17386,23-017653,,-18.536,143.596,#N/A
17387,23-004055,15-1-18647,-18.587,143.443,
17388,23-015118,15-1-18519,-18.084,149.332,
17389,23-006937,15-1-18526,-18.088,149.148,
17390,23-001000,15-1-18522,-18.117,149.831,1
17391,23-009771,15-1-18520,-18.176,149.85,
17392,23-006785,15-1-18527,-18.173,149.13,
17393,23-006846,15-1-18515,-18.229,149.533,
17394,23-010645,15-1-18517,-18.276,149.289,
17395,23-006483,15-1-18516,-18.277,149.524,
17396,23-012164,15-1-18512,-18.332,149.809,
17397,23-009844,15-1-18514,-18.334,149.71,
17398,23-014886,15-1-18513,-18.336,149.744,
17399,23-015273,15-1-18518,-18.382,149.242,
17400,23-003723,15-1-18511,-18.401,149.955,3
17401,23-000714,15-1-18525,-18.773,149.335,3
17402,23-001354,15-1-20464,-18.902,149.87,1
17403,23-015118,15-1-18519,-18.084,149.332,
17404,23-006937,15-1-18526,-18.088,149.148,
17405,23-001000,15-1-18522,-18.117,149.831,1
17406,23-009771,15-1-18520,-18.176,149.85,
17407,23-006785,15-1-18527,-18.173,149.13,
17408,23-006846,15-1-18515,-18.229,149.533,
17409,23-010645,15-1-18517,-18.276,149.289,
17410,23-006483,15-1-18516,-18.277,149.524,
17411,23-012164,15-1-18512,-18.332,149.809,
17412,23-009844,15-1-18514,-18.334,149.71,
17413,23-014886,15-1-18513,-18.336,149.744,
17414,23-015273,15-1-18518,-18.382,149.242,
17415,23-003723,15-1-18511,-18.401,149.955,3
17416,23-000714,15-1-18525,-18.773,149.335,3
17417,23-001354,15-1-20464,-18.902,149.87,1
17418,23-015118,15-1-18519,-18.084,149.332,
17419,23-006937,15-1-18526,-18.088,149.148,
17420,23-001000,15-1-18522,-18.117,149.831,1
17421,23-009771,15-1-18520,-18.176,149.85,
17422,23-006785,15-1-18527,-18.173,149.13,
17423,23-006846,15-1-18515,-18.229,149.533,
17424,23-010645,15-1-18517,-18.276,149.289,
17425,23-006483,15-1-18516,-18.277,149.524,
17426,23-012164,15-1-18512,-18.332,149.809,
17427,23-009844,15-1-18514,-18.334,149.71,
17428,23-014886,15-1-18513,-18.336,149.744,
17429,23-015273,15-1-18518,-18.382,149.242,
17430,23-003723,15-1-18511,-18.401,149.955,3
17431,23-000714,15-1-18525,-18.773,149.335,3
17432,23-001354,15-1-20464,-18.902,149.87,1
17433,23-015118,15-1-18519,-18.084,149.332,
17434,23-006937,15-1-18526,-18.088,149.148,
17435,23-001000,15-1-18522,-18.117,149.831,1
17436,23-009771,15-1-18520,-18.176,149.85,
17437,23-006785,15-1-18527,-18.173,149.13,
17438,23-006846,15-1-18515,-18.229,149.533,
17439,23-010645,15-1-18517,-18.276,149.289,
17440,23-006483,15-1-18516,-18.277,149.524,
17441,23-012164,15-1-18512,-18.332,149.809,
17442,23-009844,15-1-18514,-18.334,149.71,
17443,23-014886,15-1-18513,-18.336,149.744,
17444,23-015273,15-1-18518,-18.382,149.242,
17445,23-003723,15-1-18511,-18.401,149.955,3
17446,23-000714,15-1-18525,-18.773,149.335,3
17447,23-001354,15-1-20464,-18.902,149.87,1
17448,23-009388,15-1-18283,-18.077,161.606,
17449,23-011641,15-1-18284,-18.142,161.602,
17450,23-015482,15-1-18297,-18.278,161.967,
17451,23-016853,15-4-10816,-18.294,161.432,
17452,23-004127,15-1-18296,-18.369,161.156,
17453,23-015401,15-4-10815,-18.378,161.511,
17454,23-011606,15-1-18286,-18.405,161.603,
17455,23-014154,15-1-18287,-18.615,161.34,
17456,23-003320,15-1-18293,-18.666,161.148,3
17457,23-006654,15-1-18288,-18.7,161.223,
17458,23-009139,15-1-18289,-18.752,161.529,
17459,23-007458,15-1-18291,-18.757,161.085,
17460,23-006692,15-1-18292,-18.764,161.02,
17461,23-002595,15-1-20666,-18.772,161.646,2
17462,23-004652,15-1-20668,-18.844,161.988,
17463,23-006444,15-1-18290,-18.852,161.27,
17464,23-009388,15-1-18283,-18.077,161.606,
17465,23-011641,15-1-18284,-18.142,161.602,
17466,23-015482,15-1-18297,-18.278,161.967,
17467,23-016853,15-4-10816,-18.294,161.432,
17468,23-004127,15-1-18296,-18.369,161.156,
17469,23-015401,15-4-10815,-18.378,161.511,
17470,23-011606,15-1-18286,-18.405,161.603,
17471,23-014154,15-1-18287,-18.615,161.34,
17472,23-003320,15-1-18293,-18.666,161.148,3
17473,23-006654,15-1-18288,-18.7,161.223,
17474,23-009139,15-1-18289,-18.752,161.529,
17475,23-007458,15-1-18291,-18.757,161.085,
17476,23-006692,15-1-18292,-18.764,161.02,
17477,23-002595,15-1-20666,-18.772,161.646,2
17478,23-004652,15-1-20668,-18.844,161.988,
17479,23-006444,15-1-18290,-18.852,161.27,
17480,23-009388,15-1-18283,-18.077,161.606,
17481,23-011641,15-1-18284,-18.142,161.602,
17482,23-015482,15-1-18297,-18.278,161.967,
17483,23-016853,15-4-10816,-18.294,161.432,
17484,23-004127,15-1-18296,-18.369,161.156,
17485,23-015401,15-4-10815,-18.378,161.511,
17486,23-011606,15-1-18286,-18.405,161.603,
17487,23-014154,15-1-18287,-18.615,161.34,
17488,23-003320,15-1-18293,-18.666,161.148,3
17489,23-006654,15-1-18288,-18.7,161.223,
17490,23-009139,15-1-18289,-18.752,161.529,
17491,23-007458,15-1-18291,-18.757,161.085,
17492,23-006692,15-1-18292,-18.764,161.02,
17493,23-002595,15-1-20666,-18.772,161.646,2
17494,23-004652,15-1-20668,-18.844,161.988,
17495,23-006444,15-1-18290,-18.852,161.27,
17496,23-009388,15-1-18283,-18.077,161.606,
17497,23-011641,15-1-18284,-18.142,161.602,
17498,23-015482,15-1-18297,-18.278,161.967,
17499,23-016853,15-4-10816,-18.294,161.432,
17500,23-004127,15-1-18296,-18.369,161.156,
17501,23-015401,15-4-10815,-18.378,161.511,
17502,23-011606,15-1-18286,-18.405,161.603,
17503,23-014154,15-1-18287,-18.615,161.34,
17504,23-003320,15-1-18293,-18.666,161.148,3
17505,23-006654,15-1-18288,-18.7,161.223,
17506,23-009139,15-1-18289,-18.752,161.529,
17507,23-007458,15-1-18291,-18.757,161.085,
17508,23-006692,15-1-18292,-18.764,161.02,
17509,23-002595,15-1-20666,-18.772,161.646,2
17510,23-004652,15-1-20668,-18.844,161.988,
17511,23-006444,15-1-18290,-18.852,161.27,
17512,23-015731,15-1-18229,-18.089,163.707,
17513,23-003739,15-1-18230,-18.107,163.513,3
17514,23-001945,,-18.14,163.392,#N/A
17515,23-003351,15-1-18233,-18.299,163.487,3
17516,23-010702,15-1-18260,-18.332,163.03,
17517,23-012849,15-1-18241,-18.361,163.908,
17518,23-003031,15-1-18242,-18.371,163.956,3
17519,23-015405,15-1-18251,-18.538,163.45,
17520,23-001921,15-1-18243,-18.565,163.981,1
17521,23-001521,15-1-18255,-18.633,163.212,1
17522,23-000798,,-18.535,163.489,#N/A
17523,23-012065,15-1-18254,-18.677,163.205,
17524,23-000664,,-18.781,163.064,#N/A
17525,23-008817,15-1-18257,-18.824,163.173,
17526,23-012999,15-1-20702,-18.865,163.802,
17527,23-005932,15-1-18256,-18.878,163.183,
17528,23-003680,15-1-20703,-18.892,163.873,3
