,v1,v2,latitude,longitude,degradation_state
4766,23-010512,15-1-08411,-11.288,170.953,
4767,23-009456,15-1-11574,-11.575,170.482,
4768,23-013801,15-1-11583,-11.585,170.879,
4769,23-006524,15-1-11575,-11.594,170.294,
4770,23-003809,15-1-11576,-11.761,170.724,3
4771,23-009958,15-1-11577,-11.897,170.558,
4772,23-013668,15-4-06354,-11.035,171.288,
4773,23-003008,15-1-08410,-11.137,171.179,4
4774,23-015476,15-1-08404,-11.192,171.594,
4775,23-008125,15-4-06380,-11.4,171.078,
4776,23-008251,15-1-11588,-11.422,171.721,
4777,23-016348,15-1-11589,-11.426,171.906,
4778,23-016588,15-2-00315,-11.456,171.26,
4779,23-006466,15-1-11585,-11.587,171.354,
4780,23-002136,15-1-11586,-11.744,171.363,4
4781,23-008956,,-11.814,171.477,#N/A
4782,23-013668,15-4-06354,-11.035,171.288,
4783,23-003008,15-1-08410,-11.137,171.179,4
4784,23-015476,15-1-08404,-11.192,171.594,
4785,23-008125,15-4-06380,-11.4,171.078,
4786,23-008251,15-1-11588,-11.422,171.721,
4787,23-016348,15-1-11589,-11.426,171.906,
4788,23-016588,15-2-00315,-11.456,171.26,
4789,23-006466,15-1-11585,-11.587,171.354,
4790,23-002136,15-1-11586,-11.744,171.363,4
4791,23-008956,,-11.814,171.477,#N/A
4792,23-013668,15-4-06354,-11.035,171.288,
4793,23-003008,15-1-08410,-11.137,171.179,4
4794,23-015476,15-1-08404,-11.192,171.594,
4795,23-008125,15-4-06380,-11.4,171.078,
4796,23-008251,15-1-11588,-11.422,171.721,
4797,23-016348,15-1-11589,-11.426,171.906,
4798,23-016588,15-2-00315,-11.456,171.26,
4799,23-006466,15-1-11585,-11.587,171.354,
4800,23-002136,15-1-11586,-11.744,171.363,4
4801,23-008956,,-11.814,171.477,#N/A
4802,23-013668,15-4-06354,-11.035,171.288,
4803,23-003008,15-1-08410,-11.137,171.179,4
4804,23-015476,15-1-08404,-11.192,171.594,
4805,23-008125,15-4-06380,-11.4,171.078,
4806,23-008251,15-1-11588,-11.422,171.721,
4807,23-016348,15-1-11589,-11.426,171.906,
4808,23-016588,15-2-00315,-11.456,171.26,
4809,23-006466,15-1-11585,-11.587,171.354,
4810,23-002136,15-1-11586,-11.744,171.363,4
4811,23-008956,,-11.814,171.477,#N/A
4812,23-001840,15-1-08381,-11.056,172.457,3
4813,23-008909,15-1-08382,-11.11,172.112,
4814,23-016391,15-4-06378,-11.369,172.634,
4815,23-015985,15-1-11603,-11.767,172.549,
4816,23-005156,15-1-11597,-11.786,172.455,
4817,23-005879,15-1-11596,-11.887,172.389,
4818,23-017115,15-4-07287,-11.947,172.69,
4819,23-001840,15-1-08381,-11.056,172.457,3
4820,23-008909,15-1-08382,-11.11,172.112,
4821,23-016391,15-4-06378,-11.369,172.634,
4822,23-015985,15-1-11603,-11.767,172.549,
4823,23-005156,15-1-11597,-11.786,172.455,
4824,23-005879,15-1-11596,-11.887,172.389,
4825,23-017115,15-4-07287,-11.947,172.69,
4826,23-001840,15-1-08381,-11.056,172.457,3
4827,23-008909,15-1-08382,-11.11,172.112,
4828,23-016391,15-4-06378,-11.369,172.634,
4829,23-015985,15-1-11603,-11.767,172.549,
4830,23-005156,15-1-11597,-11.786,172.455,
4831,23-005879,15-1-11596,-11.887,172.389,
4832,23-017115,15-4-07287,-11.947,172.69,
4833,23-001840,15-1-08381,-11.056,172.457,3
4834,23-008909,15-1-08382,-11.11,172.112,
4835,23-016391,15-4-06378,-11.369,172.634,
4836,23-015985,15-1-11603,-11.767,172.549,
4837,23-005156,15-1-11597,-11.786,172.455,
4838,23-005879,15-1-11596,-11.887,172.389,
4839,23-017115,15-4-07287,-11.947,172.69,
4840,23-003672,15-1-08379,-11.067,173.035,3
4841,23-015573,15-1-11604,-11.306,173.101,
4842,23-010668,15-1-11605,-11.334,173.126,
4843,23-001464,15-1-11610,-11.442,173.608,3
4844,23-010323,15-1-11609,-11.48,173.514,
4845,23-004684,15-1-11606,-11.857,173.207,
4846,23-004559,15-1-11607,-11.923,173.265,
4847,23-007574,15-1-11608,-11.96,173.283,
4848,23-003672,15-1-08379,-11.067,173.035,3
4849,23-015573,15-1-11604,-11.306,173.101,
4850,23-010668,15-1-11605,-11.334,173.126,
4851,23-001464,15-1-11610,-11.442,173.608,3
4852,23-010323,15-1-11609,-11.48,173.514,
4853,23-004684,15-1-11606,-11.857,173.207,
4854,23-004559,15-1-11607,-11.923,173.265,
4855,23-007574,15-1-11608,-11.96,173.283,
4856,23-003672,15-1-08379,-11.067,173.035,3
4857,23-015573,15-1-11604,-11.306,173.101,
4858,23-010668,15-1-11605,-11.334,173.126,
4859,23-001464,15-1-11610,-11.442,173.608,3
4860,23-010323,15-1-11609,-11.48,173.514,
4861,23-004684,15-1-11606,-11.857,173.207,
4862,23-004559,15-1-11607,-11.923,173.265,
4863,23-007574,15-1-11608,-11.96,173.283,
4864,23-003672,15-1-08379,-11.067,173.035,3
4865,23-015573,15-1-11604,-11.306,173.101,
4866,23-010668,15-1-11605,-11.334,173.126,
4867,23-001464,15-1-11610,-11.442,173.608,3
4868,23-010323,15-1-11609,-11.48,173.514,
4869,23-004684,15-1-11606,-11.857,173.207,
4870,23-004559,15-1-11607,-11.923,173.265,
4871,23-007574,15-1-11608,-11.96,173.283,
4872,23-001248,15-1-08357,-11.227,174.193,3
4873,23-009301,15-1-08368,-11.409,174.734,
4874,23-003156,15-1-08370,-11.448,174.425,3
4875,23-004284,15-1-08367,-11.44,174.872,
4876,23-015409,15-1-08369,-11.49,174.573,
4877,23-002813,15-1-08371,-11.766,174.83,3
4878,23-003216,15-1-11612,-11.955,174.416,3
4879,23-001248,15-1-08357,-11.227,174.193,3
4880,23-009301,15-1-08368,-11.409,174.734,
4881,23-003156,15-1-08370,-11.448,174.425,3
4882,23-004284,15-1-08367,-11.44,174.872,
4883,23-015409,15-1-08369,-11.49,174.573,
4884,23-002813,15-1-08371,-11.766,174.83,3
4885,23-003216,15-1-11612,-11.955,174.416,3
4886,23-001248,15-1-08357,-11.227,174.193,3
4887,23-009301,15-1-08368,-11.409,174.734,
4888,23-003156,15-1-08370,-11.448,174.425,3
4889,23-004284,15-1-08367,-11.44,174.872,
4890,23-015409,15-1-08369,-11.49,174.573,
4891,23-002813,15-1-08371,-11.766,174.83,3
4892,23-003216,15-1-11612,-11.955,174.416,3
4893,23-001248,15-1-08357,-11.227,174.193,3
4894,23-009301,15-1-08368,-11.409,174.734,
4895,23-003156,15-1-08370,-11.448,174.425,3
4896,23-004284,15-1-08367,-11.44,174.872,
4897,23-015409,15-1-08369,-11.49,174.573,
4898,23-002813,15-1-08371,-11.766,174.83,3
4899,23-003216,15-1-11612,-11.955,174.416,3
4900,23-017364,15-1-08328,-11.007,175.385,
4901,23-009551,15-1-08327,-11.019,175.45,
4902,23-016084,15-1-08375,-11.168,175.909,
4903,23-012995,15-1-08366,-11.531,175.049,
4904,23-017319,15-1-08373,-11.781,175.297,
4905,23-007048,15-1-11615,-11.903,175.208,
4906,23-005716,15-1-11614,-11.974,175.299,
4907,23-017364,15-1-08328,-11.007,175.385,
4908,23-009551,15-1-08327,-11.019,175.45,
4909,23-016084,15-1-08375,-11.168,175.909,
4910,23-012995,15-1-08366,-11.531,175.049,
4911,23-017319,15-1-08373,-11.781,175.297,
4912,23-007048,15-1-11615,-11.903,175.208,
4913,23-005716,15-1-11614,-11.974,175.299,
4914,23-017364,15-1-08328,-11.007,175.385,
4915,23-009551,15-1-08327,-11.019,175.45,
4916,23-016084,15-1-08375,-11.168,175.909,
4917,23-012995,15-1-08366,-11.531,175.049,
4918,23-017319,15-1-08373,-11.781,175.297,
4919,23-007048,15-1-11615,-11.903,175.208,
4920,23-005716,15-1-11614,-11.974,175.299,
4921,23-017364,15-1-08328,-11.007,175.385,
4922,23-009551,15-1-08327,-11.019,175.45,
4923,23-016084,15-1-08375,-11.168,175.909,
4924,23-012995,15-1-08366,-11.531,175.049,
4925,23-017319,15-1-08373,-11.781,175.297,
4926,23-007048,15-1-11615,-11.903,175.208,
4927,23-005716,15-1-11614,-11.974,175.299,
4928,23-007264,15-1-11625,-11.369,176.351,
4929,23-003144,15-1-11626,-11.676,176.957,1
4930,23-007264,15-1-11625,-11.369,176.351,
4931,23-003144,15-1-11626,-11.676,176.957,1
4932,23-007264,15-1-11625,-11.369,176.351,
4933,23-003144,15-1-11626,-11.676,176.957,1
4934,23-007264,15-1-11625,-11.369,176.351,
4935,23-003144,15-1-11626,-11.676,176.957,1
4936,23-002587,15-1-11627,-11.795,177.223,1
4937,23-002587,15-1-11627,-11.795,177.223,1
4938,23-002587,15-1-11627,-11.795,177.223,1
4939,23-002587,15-1-11627,-11.795,177.223,1
4940,23-011643,15-1-08309,-11.055,179.661,
4941,23-014122,15-1-11630,-11.654,179.068,
4942,23-009908,15-4-27449,-11.666,179.8,
4943,23-001267,15-1-11632,-11.754,179.779,3
4944,23-001627,15-1-11631,-11.951,179.459,1
4945,23-007249,15-1-11633,-11.954,179.871,
4946,23-011643,15-1-08309,-11.055,179.661,
4947,23-014122,15-1-11630,-11.654,179.068,
4948,23-009908,15-4-27449,-11.666,179.8,
4949,23-001267,15-1-11632,-11.754,179.779,3
4950,23-001627,15-1-11631,-11.951,179.459,1
4951,23-007249,15-1-11633,-11.954,179.871,
4952,23-011643,15-1-08309,-11.055,179.661,
4953,23-014122,15-1-11630,-11.654,179.068,
4954,23-009908,15-4-27449,-11.666,179.8,
4955,23-001267,15-1-11632,-11.754,179.779,3
4956,23-001627,15-1-11631,-11.951,179.459,1
4957,23-007249,15-1-11633,-11.954,179.871,
4958,23-011643,15-1-08309,-11.055,179.661,
4959,23-014122,15-1-11630,-11.654,179.068,
4960,23-009908,15-4-27449,-11.666,179.8,
4961,23-001267,15-1-11632,-11.754,179.779,3
4962,23-001627,15-1-11631,-11.951,179.459,1
4963,23-007249,15-1-11633,-11.954,179.871,
4964,17-004030,03-4-05206,-12.027,-99.412,
4965,17-004976,03-4-06022,-12.231,-99.343,
4966,17-005459,03-4-06017,-12.25,-99.654,
4967,17-002492,03-1-04577,-12.356,-99.069,
4968,17-002432,03-1-04587,-12.514,-99.997,
4969,17-003694,03-1-04586,-12.541,-99.939,
4970,17-001555,03-1-04581,-12.686,-99.327,
4971,17-004403,03-1-04584,-12.703,-99.685,
4972,17-003981,03-1-04583,-12.716,-99.617,
4973,17-002948,03-1-04585,-12.731,-99.735,
4974,17-005475,03-1-04582,-12.748,-99.548,
4975,17-004122,03-4-06018,-12.86,-99.942,
4976,17-000682,03-1-04588,-12.867,-99.823,4
4977,17-003421,03-1-04589,-12.93,-99.872,
4978,17-004030,03-4-05206,-12.027,-99.412,
4979,17-004976,03-4-06022,-12.231,-99.343,
4980,17-005459,03-4-06017,-12.25,-99.654,
4981,17-002492,03-1-04577,-12.356,-99.069,
4982,17-002432,03-1-04587,-12.514,-99.997,
4983,17-003694,03-1-04586,-12.541,-99.939,
4984,17-001555,03-1-04581,-12.686,-99.327,
4985,17-004403,03-1-04584,-12.703,-99.685,
4986,17-003981,03-1-04583,-12.716,-99.617,
4987,17-002948,03-1-04585,-12.731,-99.735,
4988,17-005475,03-1-04582,-12.748,-99.548,
4989,17-004122,03-4-06018,-12.86,-99.942,
4990,17-000682,03-1-04588,-12.867,-99.823,4
4991,17-003421,03-1-04589,-12.93,-99.872,
4992,17-004030,03-4-05206,-12.027,-99.412,
4993,17-004976,03-4-06022,-12.231,-99.343,
4994,17-005459,03-4-06017,-12.25,-99.654,
4995,17-002492,03-1-04577,-12.356,-99.069,
4996,17-002432,03-1-04587,-12.514,-99.997,
4997,17-003694,03-1-04586,-12.541,-99.939,
4998,17-001555,03-1-04581,-12.686,-99.327,
4999,17-004403,03-1-04584,-12.703,-99.685,
5000,17-003981,03-1-04583,-12.716,-99.617,
5001,17-002948,03-1-04585,-12.731,-99.735,
5002,17-005475,03-1-04582,-12.748,-99.548,
5003,17-004122,03-4-06018,-12.86,-99.942,
5004,17-000682,03-1-04588,-12.867,-99.823,4
5005,17-003421,03-1-04589,-12.93,-99.872,
5006,17-004030,03-4-05206,-12.027,-99.412,
5007,17-004976,03-4-06022,-12.231,-99.343,
5008,17-005459,03-4-06017,-12.25,-99.654,
5009,17-002492,03-1-04577,-12.356,-99.069,
5010,17-002432,03-1-04587,-12.514,-99.997,
5011,17-003694,03-1-04586,-12.541,-99.939,
5012,17-001555,03-1-04581,-12.686,-99.327,
5013,17-004403,03-1-04584,-12.703,-99.685,
5014,17-003981,03-1-04583,-12.716,-99.617,
5015,17-002948,03-1-04585,-12.731,-99.735,
5016,17-005475,03-1-04582,-12.748,-99.548,
5017,17-004122,03-4-06018,-12.86,-99.942,
5018,17-000682,03-1-04588,-12.867,-99.823,4
5019,17-003421,03-1-04589,-12.93,-99.872,
5020,17-001590,03-1-04595,-12.15,-101.743,
5021,17-003112,03-1-04594,-12.26,-101.573,
5022,17-004907,03-1-04602,-12.312,-101.944,
5023,17-001932,03-1-04593,-12.407,-101.398,
5024,17-000087,03-1-04596,-12.939,-101.295,4
5025,17-001590,03-1-04595,-12.15,-101.743,
5026,17-003112,03-1-04594,-12.26,-101.573,
5027,17-004907,03-1-04602,-12.312,-101.944,
5028,17-001932,03-1-04593,-12.407,-101.398,
5029,17-000087,03-1-04596,-12.939,-101.295,4
5030,17-001590,03-1-04595,-12.15,-101.743,
5031,17-003112,03-1-04594,-12.26,-101.573,
5032,17-004907,03-1-04602,-12.312,-101.944,
5033,17-001932,03-1-04593,-12.407,-101.398,
5034,17-000087,03-1-04596,-12.939,-101.295,4
5035,17-001590,03-1-04595,-12.15,-101.743,
5036,17-003112,03-1-04594,-12.26,-101.573,
5037,17-004907,03-1-04602,-12.312,-101.944,
5038,17-001932,03-1-04593,-12.407,-101.398,
5039,17-000087,03-1-04596,-12.939,-101.295,4
5040,17-003310,03-1-04598,-12.115,-102.482,
5041,17-000485,03-1-04597,-12.137,-102.084,4
5042,17-001092,03-1-04599,-12.177,-102.708,
5043,17-002387,03-1-04600,-12.476,-102.615,
5044,17-001507,03-1-04601,-12.941,-102.586,
5045,17-003310,03-1-04598,-12.115,-102.482,
5046,17-000485,03-1-04597,-12.137,-102.084,4
5047,17-001092,03-1-04599,-12.177,-102.708,
5048,17-002387,03-1-04600,-12.476,-102.615,
5049,17-001507,03-1-04601,-12.941,-102.586,
5050,17-003310,03-1-04598,-12.115,-102.482,
5051,17-000485,03-1-04597,-12.137,-102.084,4
5052,17-001092,03-1-04599,-12.177,-102.708,
5053,17-002387,03-1-04600,-12.476,-102.615,
5054,17-001507,03-1-04601,-12.941,-102.586,
5055,17-003310,03-1-04598,-12.115,-102.482,
5056,17-000485,03-1-04597,-12.137,-102.084,4
5057,17-001092,03-1-04599,-12.177,-102.708,
5058,17-002387,03-1-04600,-12.476,-102.615,
5059,17-001507,03-1-04601,-12.941,-102.586,
5060,17-002376,03-1-04604,-12.207,-103.742,
5061,17-003968,03-1-04605,-12.324,-103.575,
5062,17-002179,03-1-04603,-12.362,-103.616,
5063,17-002376,03-1-04604,-12.207,-103.742,
5064,17-003968,03-1-04605,-12.324,-103.575,
5065,17-002179,03-1-04603,-12.362,-103.616,
5066,17-002376,03-1-04604,-12.207,-103.742,
5067,17-003968,03-1-04605,-12.324,-103.575,
5068,17-002179,03-1-04603,-12.362,-103.616,
5069,17-002376,03-1-04604,-12.207,-103.742,
5070,17-003968,03-1-04605,-12.324,-103.575,
5071,17-002179,03-1-04603,-12.362,-103.616,
5072,17-000233,03-1-04472,-12.017,-104.205,4
5073,17-003933,03-2-00295,-12.306,-104.009,
5074,17-005596,03-4-05984,-12.533,-104.983,
5075,17-001669,03-1-04606,-12.782,-104.193,
5076,17-001308,03-1-04608,-12.957,-104.599,
5077,17-003983,03-1-04607,-12.961,-104.507,
5078,17-000233,03-1-04472,-12.017,-104.205,4
5079,17-003933,03-2-00295,-12.306,-104.009,
5080,17-005596,03-4-05984,-12.533,-104.983,
5081,17-001669,03-1-04606,-12.782,-104.193,
5082,17-001308,03-1-04608,-12.957,-104.599,
5083,17-003983,03-1-04607,-12.961,-104.507,
5084,17-000233,03-1-04472,-12.017,-104.205,4
5085,17-003933,03-2-00295,-12.306,-104.009,
5086,17-005596,03-4-05984,-12.533,-104.983,
5087,17-001669,03-1-04606,-12.782,-104.193,
5088,17-001308,03-1-04608,-12.957,-104.599,
5089,17-003983,03-1-04607,-12.961,-104.507,
5090,17-000233,03-1-04472,-12.017,-104.205,4
5091,17-003933,03-2-00295,-12.306,-104.009,
5092,17-005596,03-4-05984,-12.533,-104.983,
5093,17-001669,03-1-04606,-12.782,-104.193,
5094,17-001308,03-1-04608,-12.957,-104.599,
5095,17-003983,03-1-04607,-12.961,-104.507,
5096,17-005452,03-1-04611,-12.151,-105.385,
5097,17-001290,03-1-04612,-12.229,-105.487,
5098,17-000970,03-1-04613,-12.297,-105.579,
5099,17-001262,03-1-04616,-12.502,-105.908,
5100,17-001025,03-1-04609,-12.713,-105.329,
5101,17-001637,03-1-04610,-12.808,-105.591,
5102,17-005452,03-1-04611,-12.151,-105.385,
5103,17-001290,03-1-04612,-12.229,-105.487,
5104,17-000970,03-1-04613,-12.297,-105.579,
5105,17-001262,03-1-04616,-12.502,-105.908,
5106,17-001025,03-1-04609,-12.713,-105.329,
5107,17-001637,03-1-04610,-12.808,-105.591,
5108,17-005452,03-1-04611,-12.151,-105.385,
5109,17-001290,03-1-04612,-12.229,-105.487,
5110,17-000970,03-1-04613,-12.297,-105.579,
5111,17-001262,03-1-04616,-12.502,-105.908,
5112,17-001025,03-1-04609,-12.713,-105.329,
5113,17-001637,03-1-04610,-12.808,-105.591,
5114,17-005452,03-1-04611,-12.151,-105.385,
5115,17-001290,03-1-04612,-12.229,-105.487,
5116,17-000970,03-1-04613,-12.297,-105.579,
5117,17-001262,03-1-04616,-12.502,-105.908,
5118,17-001025,03-1-04609,-12.713,-105.329,
5119,17-001637,03-1-04610,-12.808,-105.591,
5120,17-001528,03-1-04619,-12.218,-106.834,
5121,17-002180,,-12.262,-106.075,#N/A
5122,17-005518,03-4-05978,-12.423,-106.525,
5123,17-001591,03-1-04618,-12.78,-106.856,
5124,17-003839,03-1-04614,-12.865,-106.002,
5125,17-001326,03-1-04615,-12.868,-106.04,
5126,17-005108,03-4-06317,-12.987,-106.78,
5127,17-001528,03-1-04619,-12.218,-106.834,
5128,17-002180,,-12.262,-106.075,#N/A
5129,17-005518,03-4-05978,-12.423,-106.525,
5130,17-001591,03-1-04618,-12.78,-106.856,
5131,17-003839,03-1-04614,-12.865,-106.002,
5132,17-001326,03-1-04615,-12.868,-106.04,
5133,17-005108,03-4-06317,-12.987,-106.78,
5134,17-001528,03-1-04619,-12.218,-106.834,
5135,17-002180,,-12.262,-106.075,#N/A
5136,17-005518,03-4-05978,-12.423,-106.525,
5137,17-001591,03-1-04618,-12.78,-106.856,
5138,17-003839,03-1-04614,-12.865,-106.002,
5139,17-001326,03-1-04615,-12.868,-106.04,
5140,17-005108,03-4-06317,-12.987,-106.78,
5141,17-001528,03-1-04619,-12.218,-106.834,
5142,17-002180,,-12.262,-106.075,#N/A
5143,17-005518,03-4-05978,-12.423,-106.525,
5144,17-001591,03-1-04618,-12.78,-106.856,
5145,17-003839,03-1-04614,-12.865,-106.002,
5146,17-001326,03-1-04615,-12.868,-106.04,
5147,17-005108,03-4-06317,-12.987,-106.78,
5148,17-000151,03-1-04455,-12.03,-108.523,3
5149,17-005127,03-4-05256,-12.116,-108.322,
5150,17-005313,03-4-05971,-12.192,-108.742,
5151,17-002248,03-1-04623,-12.436,-108.04,
5152,17-000597,03-1-04624,-12.45,-108.299,3
5153,17-002172,03-1-04622,-12.587,-108.019,
5154,17-004988,03-4-06323,-12.943,-108.796,
5155,17-000151,03-1-04455,-12.03,-108.523,3
5156,17-005127,03-4-05256,-12.116,-108.322,
5157,17-005313,03-4-05971,-12.192,-108.742,
5158,17-002248,03-1-04623,-12.436,-108.04,
5159,17-000597,03-1-04624,-12.45,-108.299,3
5160,17-002172,03-1-04622,-12.587,-108.019,
5161,17-004988,03-4-06323,-12.943,-108.796,
5162,17-000151,03-1-04455,-12.03,-108.523,3
5163,17-005127,03-4-05256,-12.116,-108.322,
5164,17-005313,03-4-05971,-12.192,-108.742,
5165,17-002248,03-1-04623,-12.436,-108.04,
5166,17-000597,03-1-04624,-12.45,-108.299,3
5167,17-002172,03-1-04622,-12.587,-108.019,
5168,17-004988,03-4-06323,-12.943,-108.796,
5169,17-000151,03-1-04455,-12.03,-108.523,3
5170,17-005127,03-4-05256,-12.116,-108.322,
5171,17-005313,03-4-05971,-12.192,-108.742,
5172,17-002248,03-1-04623,-12.436,-108.04,
5173,17-000597,03-1-04624,-12.45,-108.299,3
5174,17-002172,03-1-04622,-12.587,-108.019,
5175,17-004988,03-4-06323,-12.943,-108.796,
5176,17-002171,03-1-04626,-12.299,-109.682,
5177,17-005247,03-4-05969,-12.558,-109.382,
5178,17-002737,03-1-04627,-12.792,-109.698,
5179,17-002691,03-1-04625,-12.837,-109.351,
5180,17-002171,03-1-04626,-12.299,-109.682,
5181,17-005247,03-4-05969,-12.558,-109.382,
5182,17-002737,03-1-04627,-12.792,-109.698,
5183,17-002691,03-1-04625,-12.837,-109.351,
5184,17-002171,03-1-04626,-12.299,-109.682,
5185,17-005247,03-4-05969,-12.558,-109.382,
5186,17-002737,03-1-04627,-12.792,-109.698,
5187,17-002691,03-1-04625,-12.837,-109.351,
5188,17-002171,03-1-04626,-12.299,-109.682,
5189,17-005247,03-4-05969,-12.558,-109.382,
5190,17-002737,03-1-04627,-12.792,-109.698,
5191,17-002691,03-1-04625,-12.837,-109.351,
5192,17-000464,03-1-04633,-12.472,-110.785,1
5193,17-004065,03-4-05966,-12.525,-110.249,
5194,17-000476,03-1-04629,-12.564,-110.449,2
5195,17-000346,03-1-04630,-12.583,-110.546,2
5196,17-000171,03-1-04631,-12.694,-110.627,2
5197,17-004702,03-4-05967,-12.701,-110.056,
5198,17-005031,03-1-04632,-12.789,-110.732,
5199,17-004626,03-1-04628,-12.817,-110.196,
5200,17-000464,03-1-04633,-12.472,-110.785,1
5201,17-004065,03-4-05966,-12.525,-110.249,
5202,17-000476,03-1-04629,-12.564,-110.449,2
5203,17-000346,03-1-04630,-12.583,-110.546,2
5204,17-000171,03-1-04631,-12.694,-110.627,2
5205,17-004702,03-4-05967,-12.701,-110.056,
5206,17-005031,03-1-04632,-12.789,-110.732,
5207,17-004626,03-1-04628,-12.817,-110.196,
5208,17-000464,03-1-04633,-12.472,-110.785,1
5209,17-004065,03-4-05966,-12.525,-110.249,
5210,17-000476,03-1-04629,-12.564,-110.449,2
5211,17-000346,03-1-04630,-12.583,-110.546,2
5212,17-000171,03-1-04631,-12.694,-110.627,2
5213,17-004702,03-4-05967,-12.701,-110.056,
5214,17-005031,03-1-04632,-12.789,-110.732,
5215,17-004626,03-1-04628,-12.817,-110.196,
5216,17-000464,03-1-04633,-12.472,-110.785,1
5217,17-004065,03-4-05966,-12.525,-110.249,
5218,17-000476,03-1-04629,-12.564,-110.449,2
5219,17-000346,03-1-04630,-12.583,-110.546,2
5220,17-000171,03-1-04631,-12.694,-110.627,2
5221,17-004702,03-4-05967,-12.701,-110.056,
5222,17-005031,03-1-04632,-12.789,-110.732,
5223,17-004626,03-1-04628,-12.817,-110.196,
5224,17-003238,03-1-04638,-12.154,-111.277,
5225,17-002175,03-1-04637,-12.298,-111.118,
5226,17-001013,03-1-04634,-12.365,-111.023,
5227,17-001362,03-1-04639,-12.452,-111.426,
5228,17-003109,03-1-04641,-12.821,-111.943,
5229,17-002661,03-1-04640,-12.825,-111.573,
5230,17-003238,03-1-04638,-12.154,-111.277,
5231,17-002175,03-1-04637,-12.298,-111.118,
5232,17-001013,03-1-04634,-12.365,-111.023,
5233,17-001362,03-1-04639,-12.452,-111.426,
5234,17-003109,03-1-04641,-12.821,-111.943,
5235,17-002661,03-1-04640,-12.825,-111.573,
5236,17-003238,03-1-04638,-12.154,-111.277,
5237,17-002175,03-1-04637,-12.298,-111.118,
5238,17-001013,03-1-04634,-12.365,-111.023,
5239,17-001362,03-1-04639,-12.452,-111.426,
5240,17-003109,03-1-04641,-12.821,-111.943,
5241,17-002661,03-1-04640,-12.825,-111.573,
5242,17-003238,03-1-04638,-12.154,-111.277,
5243,17-002175,03-1-04637,-12.298,-111.118,
5244,17-001013,03-1-04634,-12.365,-111.023,
5245,17-001362,03-1-04639,-12.452,-111.426,
5246,17-003109,03-1-04641,-12.821,-111.943,
5247,17-002661,03-1-04640,-12.825,-111.573,
5248,17-002468,03-1-04643,-12.488,-112.364,
5249,17-003930,03-1-04642,-12.487,-112.208,
5250,17-000412,03-1-04644,-12.505,-112.49,1
5251,17-005163,03-4-05963,-12.565,-112.212,
5252,17-000184,03-1-04645,-12.653,-112.569,2
5253,17-002468,03-1-04643,-12.488,-112.364,
5254,17-003930,03-1-04642,-12.487,-112.208,
5255,17-000412,03-1-04644,-12.505,-112.49,1
5256,17-005163,03-4-05963,-12.565,-112.212,
5257,17-000184,03-1-04645,-12.653,-112.569,2
5258,17-002468,03-1-04643,-12.488,-112.364,
5259,17-003930,03-1-04642,-12.487,-112.208,
5260,17-000412,03-1-04644,-12.505,-112.49,1
5261,17-005163,03-4-05963,-12.565,-112.212,
5262,17-000184,03-1-04645,-12.653,-112.569,2
5263,17-002468,03-1-04643,-12.488,-112.364,
5264,17-003930,03-1-04642,-12.487,-112.208,
5265,17-000412,03-1-04644,-12.505,-112.49,1
5266,17-005163,03-4-05963,-12.565,-112.212,
5267,17-000184,03-1-04645,-12.653,-112.569,2
5268,17-002400,03-1-04647,-12.573,-113.981,
5269,17-002400,03-1-04647,-12.573,-113.981,
5270,17-002400,03-1-04647,-12.573,-113.981,
5271,17-002400,03-1-04647,-12.573,-113.981,
5272,17-004827,03-1-04648,-12.438,-124.795,
5273,17-004827,03-1-04648,-12.438,-124.795,
5274,17-004827,03-1-04648,-12.438,-124.795,
5275,17-004827,03-1-04648,-12.438,-124.795,
5276,17-005197,03-1-04649,-12.314,-125.165,
5277,17-005197,03-1-04649,-12.314,-125.165,
5278,17-005197,03-1-04649,-12.314,-125.165,
5279,17-005197,03-1-04649,-12.314,-125.165,
5280,17-000309,03-1-04650,-12.909,-126.981,3
5281,17-000309,03-1-04650,-12.909,-126.981,3
5282,17-000309,03-1-04650,-12.909,-126.981,3
5283,17-000309,03-1-04650,-12.909,-126.981,3
5284,17-000128,03-1-04657,-12.364,-130.568,3
5285,17-000128,03-1-04657,-12.364,-130.568,3
5286,17-000128,03-1-04657,-12.364,-130.568,3
5287,17-000128,03-1-04657,-12.364,-130.568,3
5288,17-001033,03-1-04659,-12.603,-132.578,
5289,17-001033,03-1-04659,-12.603,-132.578,
5290,17-001033,03-1-04659,-12.603,-132.578,
5291,17-001033,03-1-04659,-12.603,-132.578,
5292,17-000414,03-1-04563,-12.04,-95.508,3
5293,17-003591,03-4-05193,-12.113,-95.609,
5294,17-003749,03-1-04562,-12.233,-95.403,
5295,17-005015,03-4-06048,-12.278,-95.005,
5296,17-000862,03-1-04561,-12.282,-95.478,
5297,17-000646,03-1-04560,-12.431,-95.374,4
5298,17-001832,03-1-04556,-12.664,-95.044,
5299,17-004457,03-1-04558,-12.701,-95.184,
5300,17-000765,03-1-04559,-12.918,-95.516,4
5301,17-004431,03-4-06242,-12.925,-95.021,
5302,17-000414,03-1-04563,-12.04,-95.508,3
5303,17-003591,03-4-05193,-12.113,-95.609,
5304,17-003749,03-1-04562,-12.233,-95.403,
5305,17-005015,03-4-06048,-12.278,-95.005,
5306,17-000862,03-1-04561,-12.282,-95.478,
